Date,Open,High,Low,Close*,Adj Close**,Volume
"Jun 30, 2023",30441.35,31256.86,29600.28,30477.25,30477.25,26387306197
"Jun 29, 2023",30086.19,30796.25,30057.20,30445.35,30445.35,13180860821
"Jun 28, 2023",30696.56,30703.28,29921.82,30086.25,30086.25,14571500779
"Jun 27, 2023",30274.32,31006.79,30236.65,30688.16,30688.16,16428827944
"Jun 26, 2023",30480.52,30636.03,29955.74,30271.13,30271.13,16493186997
"Jun 25, 2023",30545.15,31041.27,30327.94,30480.26,30480.26,12703464114
"Jun 24, 2023",30708.74,30804.15,30290.15,30548.70,30548.70,12147822496
"Jun 23, 2023",29896.38,31389.54,29845.21,30695.47,30695.47,24115570085
"Jun 22, 2023",29995.94,30496.00,29679.16,29912.28,29912.28,20653160491
"Jun 21, 2023",28311.31,30737.33,28283.41,30027.30,30027.30,33346760979
"Jun 20, 2023",26841.66,28388.97,26668.79,28327.49,28327.49,22211859147
"Jun 19, 2023",26335.44,26984.61,26312.83,26851.03,26851.03,12826986222
"Jun 18, 2023",26510.46,26675.93,26325.89,26336.21,26336.21,9565695129
"Jun 17, 2023",26328.68,26769.39,26174.49,26510.68,26510.68,11090276850
"Jun 16, 2023",25575.28,26463.17,25245.36,26327.46,26327.46,16324646965
"Jun 15, 2023",25121.67,25735.31,24797.17,25576.39,25576.39,15837384409
"Jun 14, 2023",25920.26,26041.80,24902.15,25124.68,25124.68,14265717766
"Jun 13, 2023",25902.94,26376.35,25728.37,25918.73,25918.73,14143474486
"Jun 12, 2023",25934.29,26087.92,25675.20,25902.50,25902.50,11677889997
"Jun 11, 2023",25854.03,26203.44,25668.99,25940.17,25940.17,10732609603
"Jun 10, 2023",26481.76,26531.04,25501.84,25851.24,25851.24,19872933189
"Jun 09, 2023",26505.92,26770.29,26339.31,26480.38,26480.38,11015551640
"Jun 08, 2023",26347.65,26797.51,26246.66,26508.22,26508.22,11904824295
"Jun 07, 2023",27235.65,27332.18,26146.99,26346.00,26346.00,19530045082
"Jun 06, 2023",25732.11,27313.82,25434.87,27238.78,27238.78,21929670693
"Jun 05, 2023",27123.11,27129.98,25445.17,25760.10,25760.10,21513292646
"Jun 04, 2023",27075.12,27407.02,26968.22,27119.07,27119.07,9360912318
"Jun 03, 2023",27252.32,27317.05,26958.00,27075.13,27075.13,8385597470
"Jun 02, 2023",26824.56,27303.86,26574.64,27249.59,27249.59,14837415000
"Jun 01, 2023",27218.41,27346.11,26671.72,26819.97,26819.97,14678970415
"May 31, 2023",27700.53,27831.68,26866.45,27219.66,27219.66,15656371534
"May 30, 2023",27745.12,28044.76,27588.50,27702.35,27702.35,13251081851
"May 29, 2023",28075.59,28432.04,27563.88,27745.88,27745.88,15181308984
"May 28, 2023",26871.16,28193.45,26802.75,28085.65,28085.65,14545229578
"May 27, 2023",26720.18,26888.88,26621.14,26868.35,26868.35,7892015141
"May 26, 2023",26474.18,26916.67,26343.95,26719.29,26719.29,12711619225
"May 25, 2023",26329.46,26591.52,25890.59,26476.21,26476.21,13851122697
"May 24, 2023",27224.60,27224.60,26106.58,26334.82,26334.82,16299104428
"May 23, 2023",26855.96,27434.68,26816.18,27225.73,27225.73,13697203143
"May 22, 2023",26749.89,27045.73,26549.73,26851.28,26851.28,11056770492
"May 21, 2023",27118.42,27265.92,26706.92,26753.83,26753.83,8647416921
"May 20, 2023",26888.84,27155.16,26843.28,27129.59,27129.59,7044911360
"May 19, 2023",26826.75,27128.62,26700.21,26890.13,26890.13,11258983301
"May 18, 2023",27401.65,27466.53,26415.10,26832.21,26832.21,15222938600
"May 17, 2023",27035.47,27465.93,26600.14,27398.80,27398.80,15140006925
"May 16, 2023",27171.51,27299.30,26878.95,27036.65,27036.65,12732238816
"May 15, 2023",26931.38,27646.35,26766.10,27192.69,27192.69,14413231792
"May 14, 2023",26788.97,27150.98,26661.36,26930.64,26930.64,10014858959
"May 13, 2023",26807.77,27030.48,26710.87,26784.08,26784.08,9999171605
"May 12, 2023",26987.66,27055.65,25878.43,26804.99,26804.99,19313599897
"May 11, 2023",27621.09,27621.94,26781.83,27000.79,27000.79,16724343943
"May 10, 2023",27654.64,28322.69,26883.67,27621.76,27621.76,20656025026
"May 09, 2023",27695.07,27821.40,27375.60,27658.78,27658.78,14128593256
"May 08, 2023",28450.46,28663.27,27310.13,27694.27,27694.27,19122903752
"May 07, 2023",28901.62,29157.52,28441.37,28454.98,28454.98,11301355486
"May 06, 2023",29538.86,29820.13,28468.97,28904.62,28904.62,15913866714
"May 05, 2023",28851.48,29668.91,28845.51,29534.38,29534.38,17936566518
"May 04, 2023",29031.30,29353.19,28694.04,28847.71,28847.71,15548678514
"May 03, 2023",28680.49,29259.53,28178.39,29006.31,29006.31,19122972518
"May 02, 2023",28087.18,28881.30,27924.12,28680.54,28680.54,16432924527
"May 01, 2023",29227.10,29329.94,27680.79,28091.57,28091.57,18655599976
"Apr 30, 2023",29245.52,29952.03,29114.02,29268.81,29268.81,14652199272
"Apr 29, 2023",29336.57,29452.46,29088.04,29248.49,29248.49,10662634333
"Apr 28, 2023",29481.01,29572.79,28929.61,29340.26,29340.26,17544464887
"Apr 27, 2023",28428.46,29871.55,28402.89,29473.79,29473.79,27153445027
"Apr 26, 2023",28300.06,29995.84,27324.55,28422.70,28422.70,31854242019
"Apr 25, 2023",27514.87,28371.08,27207.93,28307.60,28307.60,17733373139
"Apr 24, 2023",27591.73,27979.98,27070.85,27525.34,27525.34,17703288330
"Apr 23, 2023",27816.14,27820.24,27400.31,27591.38,27591.38,12785446832
"Apr 22, 2023",27265.89,27872.14,27169.57,27817.50,27817.50,13125734602
"Apr 21, 2023",28249.23,28349.97,27177.37,27276.91,27276.91,20759504330
"Apr 20, 2023",28823.68,29076.40,28037.26,28245.99,28245.99,21340360360
"Apr 19, 2023",30394.19,30411.05,28669.90,28822.68,28822.68,24571565421
"Apr 18, 2023",29449.09,30470.30,29154.85,30397.55,30397.55,19480529496
"Apr 17, 2023",30317.15,30319.20,29275.37,29445.04,29445.04,17872186762
"Apr 16, 2023",30315.98,30555.54,30157.83,30315.36,30315.36,12854816417
"Apr 15, 2023",30490.75,30601.74,30245.88,30318.50,30318.50,11940685378
"Apr 14, 2023",30409.56,31005.61,30044.50,30485.70,30485.70,22659995079
"Apr 13, 2023",29892.74,30539.85,29878.62,30399.07,30399.07,17487721001
"Apr 12, 2023",30231.58,30462.48,29725.57,30139.05,30139.05,18651929926
"Apr 11, 2023",29653.68,30509.08,29609.30,30235.06,30235.06,20121259843
"Apr 10, 2023",28336.03,29771.46,28189.27,29652.98,29652.98,19282400094
"Apr 09, 2023",27952.37,28532.83,27828.48,28333.05,28333.05,12175322951
"Apr 08, 2023",27920.51,28159.86,27883.39,27947.79,27947.79,9373255556
"Apr 07, 2023",28038.97,28111.59,27794.03,27925.86,27925.86,10861680497
"Apr 06, 2023",28175.23,28178.38,27738.76,28044.14,28044.14,13837809380
"Apr 05, 2023",28169.73,28739.24,27843.76,28177.98,28177.98,17052315986
"Apr 04, 2023",27795.27,28433.74,27681.30,28168.09,28168.09,15284538859
"Apr 03, 2023",28183.08,28475.62,27276.72,27790.22,27790.22,19556501327
"Apr 02, 2023",28462.85,28518.96,27884.09,28199.31,28199.31,12284641999
"Apr 01, 2023",28473.33,28802.46,28297.17,28411.04,28411.04,10876469901
"Mar 31, 2023",28032.26,28639.90,27583.71,28478.48,28478.48,19001327598
"Mar 30, 2023",28350.14,29159.90,27720.16,28033.56,28033.56,22435349951
"Mar 29, 2023",27267.03,28619.54,27259.66,28348.44,28348.44,20684945906
"Mar 28, 2023",27132.89,27460.72,26677.82,27268.13,27268.13,17783600385
"Mar 27, 2023",27994.07,28037.93,26606.69,27139.89,27139.89,18188895178
"Mar 26, 2023",27495.52,28178.14,27445.05,27994.33,27994.33,13878363192
"Mar 25, 2023",27487.34,27791.83,27196.23,27494.71,27494.71,13383005987
"Mar 24, 2023",28324.11,28388.44,27039.27,27493.29,27493.29,25980310960
"Mar 23, 2023",27301.96,28729.84,27183.36,28333.97,28333.97,24220433689
"Mar 23, 2023",27301.96,28729.84,27183.36,28333.97,28333.97,24220433689
"Mar 22, 2023",28158.72,28803.34,26760.00,27307.44,27307.44,33382021890
"Mar 21, 2023",27768.39,28439.56,27439.65,28175.82,28175.82,36102192830
"Mar 20, 2023",28041.60,28527.72,27242.88,27767.24,27767.24,44774027664
"Mar 19, 2023",26969.50,28440.56,26907.72,28038.68,28038.68,37769448859
"Mar 18, 2023",27448.12,27725.95,26636.26,26965.88,26965.88,35723036817
"Mar 17, 2023",25055.12,27787.81,24955.17,27423.93,27423.93,50730261335
"Mar 16, 2023",24373.46,25190.33,24225.11,25052.79,25052.79,33866061747
"Mar 15, 2023",24770.93,25240.62,23964.91,24375.96,24375.96,43655701450
"Mar 14, 2023",24201.77,26514.72,24081.18,24746.07,24746.07,54622230164
"Mar 13, 2023",22156.41,24550.84,21918.20,24197.53,24197.53,49466362688
"Mar 12, 2023",20628.03,22185.03,20448.81,22163.95,22163.95,29279035521
"Mar 11, 2023",20187.88,20792.53,20068.66,20632.41,20632.41,30180288176
"Mar 10, 2023",20367.00,20370.60,19628.25,20187.24,20187.24,39578257695
"Mar 09, 2023",21720.08,21802.72,20210.31,20363.02,20363.02,30364664171
"Mar 08, 2023",22216.44,22268.90,21708.05,21718.08,21718.08,22536575684
"Mar 07, 2023",22428.32,22527.42,22011.26,22219.77,22219.77,22765452204
"Mar 06, 2023",22436.82,22584.29,22331.31,22429.76,22429.76,17353192895
"Mar 05, 2023",22354.14,22613.69,22307.14,22435.51,22435.51,13317001733
"Mar 04, 2023",22362.92,22405.18,22198.98,22353.35,22353.35,11166012913
"Mar 03, 2023",23476.63,23479.35,22213.24,22362.68,22362.68,26062404610
"Mar 02, 2023",23647.02,23739.14,23245.02,23475.47,23475.47,20386398516
"Mar 01, 2023",23150.93,23880.63,23088.63,23646.55,23646.55,24662841200
"Feb 28, 2023",23521.84,23585.38,23077.65,23147.35,23147.35,20535363434
"Feb 27, 2023",23561.45,23857.89,23205.88,23522.87,23522.87,22660763494
"Feb 26, 2023",23174.15,23654.37,23084.22,23561.21,23561.21,16644534842
"Feb 25, 2023",23200.13,23210.21,22861.56,23175.38,23175.38,16100721565
"Feb 24, 2023",23946.01,24103.71,23007.07,23198.13,23198.13,26811744928
"Feb 23, 2023",24190.72,24572.09,23693.92,23947.49,23947.49,30476264066
"Feb 22, 2023",24437.42,24472.34,23644.32,24188.84,24188.84,30199996781
"Feb 21, 2023",24833.05,25126.85,24200.36,24436.35,24436.35,31252098714
"Feb 20, 2023",24336.62,25020.46,23927.91,24829.15,24829.15,28987376573
"Feb 19, 2023",24640.03,25093.05,24327.64,24327.64,24327.64,25555105670
"Feb 18, 2023",24565.30,24798.84,24468.37,24641.28,24641.28,19625427158
"Feb 17, 2023",23621.28,24924.04,23460.76,24565.60,24565.60,41358451255
"Feb 16, 2023",24307.35,25134.12,23602.52,23623.47,23623.47,39316664596
"Feb 15, 2023",22220.59,24307.84,22082.77,24307.84,24307.84,32483312909
"Feb 14, 2023",21801.82,22293.14,21632.39,22220.80,22220.80,26792596581
"Feb 13, 2023",21787.00,21898.41,21460.09,21808.10,21808.10,23918742607
"Feb 12, 2023",21870.90,22060.99,21682.83,21788.20,21788.20,17821046406
"Feb 11, 2023",21651.84,21891.41,21618.45,21870.88,21870.88,16356226232
"Feb 10, 2023",21819.01,21941.19,21539.39,21651.18,21651.18,27078406594
"Feb 09, 2023",22946.57,22996.44,21773.97,21819.04,21819.04,32572572185
"Feb 08, 2023",23263.42,23367.96,22731.10,22939.40,22939.40,25371367758
"Feb 07, 2023",22757.27,23310.97,22756.26,23264.29,23264.29,27187964471
"Feb 06, 2023",22954.02,23119.28,22692.03,22760.11,22760.11,23825006542
"Feb 05, 2023",23332.25,23423.44,22841.76,22955.67,22955.67,19564262605
"Feb 04, 2023",23446.32,23556.95,23291.79,23331.85,23331.85,15639298538
"Feb 03, 2023",23469.41,23678.10,23279.96,23449.32,23449.32,27083066007
"Feb 02, 2023",23720.82,24167.21,23468.60,23471.87,23471.87,32066936882
"Feb 01, 2023",23137.84,23764.54,22877.75,23723.77,23723.77,26683255504
"Jan 31, 2023",22840.80,23225.02,22765.57,23139.28,23139.28,22837828665
"Jan 30, 2023",23774.65,23789.35,22657.58,22840.14,22840.14,27205595568
"Jan 29, 2023",23031.45,23919.89,22985.07,23774.57,23774.57,27423687259
"Jan 28, 2023",23079.96,23165.90,22908.85,23031.09,23031.09,14712928379
"Jan 27, 2023",23030.72,23417.72,22654.59,23078.73,23078.73,25383335641
"Jan 26, 2023",23108.96,23237.08,22911.37,23032.78,23032.78,26357839322
"Jan 25, 2023",22639.27,23722.10,22406.08,23117.86,23117.86,30685366709
"Jan 24, 2023",22929.63,23134.01,22549.74,22636.47,22636.47,26405069715
"Jan 23, 2023",22721.09,23126.49,22654.30,22934.43,22934.43,26518700512
"Jan 22, 2023",22777.99,23056.73,22387.90,22720.42,22720.42,24746386230
"Jan 21, 2023",22677.43,23282.35,22511.83,22777.63,22777.63,32442278429
"Jan 20, 2023",21085.37,22692.36,20919.13,22676.55,22676.55,28799154319
"Jan 19, 2023",20686.75,21163.01,20685.38,21086.79,21086.79,21152848261
"Jan 18, 2023",21161.05,21564.50,20541.54,20688.78,20688.78,30005625418
"Jan 17, 2023",21175.83,21438.66,20978.53,21161.52,21161.52,24999983362
"Jan 16, 2023",20882.22,21360.88,20715.75,21169.63,21169.63,26792494050
"Jan 15, 2023",20977.48,20993.75,20606.99,20880.80,20880.80,19298407543
"Jan 14, 2023",19910.54,21075.14,19907.83,20976.30,20976.30,38967784639
"Jan 13, 2023",18868.91,19964.32,18753.16,19909.57,19909.57,29225029694
"Jan 12, 2023",18117.59,19030.09,17995.20,18869.59,18869.59,34971338710
"Jan 11, 2023",17446.36,17934.90,17337.99,17934.90,17934.90,18372283782
"Jan 10, 2023",17192.95,17484.72,17162.99,17446.29,17446.29,15808338949
"Jan 09, 2023",17093.99,17389.96,17093.99,17196.55,17196.55,18624736866
"Jan 08, 2023",16954.15,17091.14,16924.05,17091.14,17091.14,9768827914
"Jan 07, 2023",16952.12,16975.02,16914.19,16955.08,16955.08,7714767174
"Jan 06, 2023",16836.47,16991.99,16716.42,16951.97,16951.97,14413662913
"Jan 05, 2023",16863.47,16884.02,16790.28,16836.74,16836.74,13692758566
"Jan 04, 2023",16680.21,16964.59,16667.76,16863.24,16863.24,18421743322
"Jan 03, 2023",16688.85,16760.45,16622.37,16679.86,16679.86,13903079207
"Jan 02, 2023",16625.51,16759.34,16572.23,16688.47,16688.47,12097775227
"Jan 01, 2023",16547.91,16630.44,16521.23,16625.08,16625.08,9244361700
